Subject#	Session#	Block#	Stim#	Trial#	Task	Numerosity	P_true	P_reported	x1	x2	CE	
7	1	1	137	67	1	400	0.75	0.75794	0	0	0	
7	1	1	115	68	1	400	0.5	0.545644	0	0	0	
7	1	1	260	69	1	200	0.99	0.960683	0	0	0	
7	1	1	293	70	1	200	0.1	0.172002	0	0	0	
7	1	1	297	71	1	600	0.9	0.896994	0	0	0	
7	1	1	14	72	1	600	0.05	0.0923913	0	0	0	
7	1	1	149	73	1	500	0.25	0.589164	0	0	0	
7	1	1	300	74	1	400	0.05	0.0849609	0	0	0	
7	1	1	277	75	1	400	0.1	0.0945143	0	0	0	
7	1	1	1	76	1	500	0.6	0.445864	0	0	0	
7	1	1	63	77	1	200	0.9	0.552013	0	0	0	
7	1	1	76	78	1	300	0.9	0.734587	0	0	0	
7	1	1	184	79	1	400	0.5	0.544582	0	0	0	
7	1	1	228	80	1	200	0.5	0.5	0	0	0	
7	1	1	190	81	1	400	0.95	0.764309	0	0	0	
7	1	1	313	82	1	200	0.95	0.658161	0	0	0	
7	1	1	210	83	1	500	0.25	0.219769	0	0	0	
7	1	1	163	84	1	600	0.01	0.027641	0	0	0	
7	1	1	262	85	1	600	0.1	0.0478091	0	0	0	
7	1	1	312	86	1	400	0.6	0.636931	0	0	0	
7	1	1	248	87	1	400	0.9	0.819506	0	0	0	
7	1	1	198	88	1	200	0.6	0.544582	0	0	0	
7	1	1	234	89	1	600	0.6	0.621009	0	0	0	
7	1	1	105	90	1	600	0.99	0.952191	0	0	0	
7	1	1	194	91	1	300	0.1	0.146527	0	0	0	
7	1	1	324	92	1	600	0.05	0.0817765	0	0	0	
7	1	1	243	93	1	600	0.9	0.93733	0	0	0	
7	1	1	290	94	1	200	0.6	0.453295	0	0	0	
7	1	1	271	95	1	500	0.95	0.840735	0	0	0	
7	1	1	315	96	1	500	0.75	0.760063	0	0	0	
7	1	1	236	97	1	200	0.1	0.161388	0	0	0	
7	1	1	227	98	1	500	0.5	0.540336	0	0	0	
7	1	1	314	99	1	500	0.6	0.452233	0	0	0	
7	1	1	329	100	1	500	0.01	0.0191491	0	0	0	
7	1	1	193	101	1	500	0.6	0.547767	0	0	0	
7	1	1	212	102	1	600	0.5	0.625255	0	0	0	
7	1	1	29	103	1	500	0.95	0.866211	0	0	0	
7	1	1	161	104	1	300	0.5	0.575365	0	0	0	
7	1	1	70	105	1	400	0.95	0.915039	0	0	0	
7	1	1	319	106	1	500	0.95	0.902301	0	0	0	
7	1	1	127	107	1	500	0.6	0.713358	0	0	0	
7	1	1	86	108	1	500	0.99	0.943699	0	0	0	
7	1	1	307	109	1	600	0.5	0.542459	0	0	0	
7	1	1	72	110	1	300	0.99	0.922469	0	0	0	
7	1	2	98	111	1	500	0.75	0.755817	0	0	0	
7	1	2	203	112	1	300	0.9	0.763247	0	0	0	
7	1	2	96	113	1	400	0.6	0.646484	0	0	0	
7	1	2	172	114	1	300	0.6	0.674083	0	0	0	
7	1	2	44	115	1	600	0.25	0.162449	0	0	0	
7	1	2	213	116	1	400	0.25	0.146527	0	0	0	
7	1	2	42	117	1	200	0.5	0.342901	0	0	0	
7	1	2	215	118	1	300	0.01	0.0149032	0	0	0	
7	1	2	78	119	1	500	0.25	0.0955757	0	0	0	
7	1	2	144	120	1	200	0.05	0.0478091	0	0	0	
7	1	2	298	121	1	400	0.1	0.0446247	0	0	0	
7	1	2	52	122	1	500	0.99	0.963867	0	0	0	
7	1	2	322	123	1	400	0.4	0.598718	0	0	0	
7	1	2	276	124	1	600	0.4	0.668775	0	0	0	
7	1	2	223	125	1	400	0.99	0.972359	0	0	0	
7	1	2	116	126	1	500	0.01	0.0159647	0	0	0	
7	1	2	123	127	1	200	0.5	0.479832	0	0	0	
7	1	2	46	128	1	400	0.75	0.717604	0	0	0	
7	1	2	186	129	1	200	0.99	0.95856	0	0	0	
7	1	2	169	130	1	500	0.95	0.962806	0	0	0	
7	1	2	155	131	1	600	0.95	0.925654	0	0	0	
7	1	2	205	132	1	400	0.75	0.769616	0	0	0	
7	1	2	196	133	1	200	0.1	0.0987602	0	0	0	
7	1	2	154	134	1	300	0.25	0.082838	0	0	0	
7	1	2	167	135	1	400	0.6	0.44268	0	0	0	
7	1	2	275	136	1	600	0.6	0.445864	0	0	0	
7	1	2	5	137	1	500	0.05	0.0923913	0	0	0	
7	1	2	125	138	1	200	0.75	0.509553	0	0	0	
7	1	2	112	139	1	200	0.4	0.498939	0	0	0	
7	1	2	264	140	1	600	0.99	0.978728	0	0	0	
7	1	2	282	141	1	600	0.25	0.188986	0	0	0	
7	1	2	37	142	1	400	0.99	0.720788	0	0	0	
7	1	2	156	143	1	600	0.9	0.833305	0	0	0	
7	1	2	330	144	1	200	0.25	0.403405	0	0	0	
7	1	2	188	145	1	400	0.9	0.855596	0	0	0	
7	1	2	244	146	1	300	0.4	0.455418	0	0	0	
7	1	2	145	147	1	300	0.5	0.483016	0	0	0	
7	1	2	47	148	1	300	0.6	0.485139	0	0	0	
7	1	2	217	149	1	400	0.99	0.972359	0	0	0	
7	1	2	204	150	1	300	0.05	0.110436	0	0	0	
7	1	2	325	151	1	300	0.25	0.12742	0	0	0	
7	1	2	195	152	1	600	0.6	0.545644	0	0	0	
7	1	2	45	153	1	600	0.1	0.0934528	0	0	0	
7	1	2	57	154	1	200	0.75	0.770678	0	0	0	
7	1	2	158	155	1	300	0.5	0.537152	0	0	0	
7	1	2	250	156	1	500	0.25	0.39279	0	0	0	
7	1	2	316	157	1	200	0.01	0.0149032	0	0	0	
7	1	2	69	158	1	600	0.05	0.0754076	0	0	0	
7	1	2	249	159	1	200	0.75	0.768555	0	0	0	
7	1	2	318	160	1	600	0.95	0.5	0	0	0	
7	1	2	308	161	1	400	0.01	0.00959579	0	0	0	
7	1	2	317	162	1	500	0.25	0.314241	0	0	0	
7	1	2	64	163	1	200	0.25	0.261167	0	0	0	
7	1	2	80	164	1	200	0.05	0.0743461	0	0	0	
7	1	2	131	165	1	200	0.25	0.260105	0	0	0	
7	1	2	90	166	1	200	0.4	0.495754	0	0	0	
7	1	2	270	167	1	400	0.5	0.452233	0	0	0	
7	1	2	55	168	1	200	0.99	0.980851	0	0	0	
7	1	2	178	169	1	300	0.9	0.861965	0	0	0	
7	1	2	12	170	1	500	0.4	0.617824	0	0	0	
7	1	2	18	171	1	500	0.9	0.839674	0	0	0	
7	1	2	7	172	1	400	0.5	0.605087	0	0	0	
7	1	2	272	173	1	500	0.05	0.080715	0	0	0	
7	1	2	136	174	1	400	0.6	0.644361	0	0	0	
7	1	2	278	175	1	600	0.75	0.807829	0	0	0	
7	1	2	238	176	1	300	0.25	0.443742	0	0	0	
7	1	2	258	177	1	500	0.01	0.0329484	0	0	0	
7	1	2	138	178	1	600	0.25	0.355639	0	0	0	
7	1	2	216	179	1	600	0.1	0.123174	0	0	0	
7	1	2	231	180	1	500	0.01	0.0732846	0	0	0	
7	1	2	100	181	1	200	0.75	0.695312	0	0	0	
7	1	2	65	182	1	500	0.4	0.5	0	0	0	
7	1	2	74	183	1	300	0.4	0.456479	0	0	0	
7	1	2	173	184	1	400	0.25	0.318487	0	0	0	
7	1	2	288	185	1	600	0.4	0.384299	0	0	0	
7	1	2	34	186	1	200	0.25	0.266474	0	0	0	
7	1	2	261	187	1	300	0.4	0.43525	0	0	0	
7	1	2	152	188	1	200	0.95	0.917162	0	0	0	
7	1	2	83	189	1	200	0.9	0.891686	0	0	0	
7	1	2	191	190	1	200	0.25	0.159265	0	0	0	
7	1	2	323	191	1	300	0.99	0.95856	0	0	0	
7	1	2	321	192	1	300	0.95	0.922469	0	0	0	
7	1	2	294	193	1	400	0.99	0.972359	0	0	0	
7	1	2	280	194	1	200	0.95	0.936269	0	0	0	
7	1	2	235	195	1	400	0.05	0.0425017	0	0	0	
7	1	2	33	196	1	300	0.1	0.0371943	0	0	0	
7	1	2	153	197	1	200	0.99	0.928838	0	0	0	
7	1	2	31	198	1	400	0.1	0.114682	0	0	0	
7	1	2	200	199	1	500	0.5	0.428881	0	0	0	
7	1	2	220	200	1	600	0.75	0.72185	0	0	0	
7	1	2	287	201	1	300	0.05	0.0679772	0	0	0	
7	1	2	285	202	1	300	0.75	0.663468	0	0	0	
7	1	2	265	203	1	400	0.05	0.0849609	0	0	0	
7	1	2	251	204	1	200	0.6	0.624193	0	0	0	
7	1	2	104	205	1	500	0.1	0.0955757	0	0	0	
7	1	2	39	206	1	500	0.99	0.975543	0	0	0	
7	1	2	66	207	1	500	0.1	0.103006	0	0	0	
7	1	2	304	208	1	300	0.01	0.0202106	0	0	0	
7	1	2	309	209	1	300	0.75	0.76537	0	0	0	
7	1	2	4	210	1	600	0.5	0.743079	0	0	0	
7	1	2	89	211	1	400	0.9	0.861965	0	0	0	
7	1	2	305	212	1	600	0.25	0.395975	0	0	0	
7	1	2	159	213	1	400	0.01	0.0138417	0	0	0	
7	1	2	27	214	1	600	0.25	0.453295	0	0	0	
7	1	2	48	215	1	300	0.5	0.479832	0	0	0	
7	1	2	49	216	1	500	0.6	0.475586	0	0	0	
7	1	2	254	217	1	200	0.1	0.231445	0	0	0	
7	1	2	274	218	1	200	0.9	0.876826	0	0	0	
7	1	2	30	219	1	600	0.01	0.0297639	0	0	0	
7	1	2	162	220	1	400	0.01	0.426758	0	0	0	
7	1	3	94	221	1	400	0.05	0.0647928	0	0	0	
7	1	3	97	222	1	500	0.05	0.0616084	0	0	0	
7	1	3	88	223	1	600	0.05	0.0679772	0	0	0	
7	1	3	32	224	1	400	0.75	0.852412	0	0	0	
7	1	3	75	225	1	600	0.01	0.0913298	0	0	0	
7	1	3	128	226	1	400	0.4	0.467094	0	0	0	
7	1	3	301	227	1	300	0.1	0.0467476	0	0	0	
7	1	3	222	228	1	500	0.95	0.921408	0	0	0	
7	1	3	129	229	1	600	0.5	0.6433	0	0	0	
7	1	3	171	230	1	500	0.99	0.959621	0	0	0	
7	1	3	13	231	1	300	0.75	0.420389	0	0	0	
7	1	3	54	232	1	500	0.99	0.942638	0	0	0	
7	1	3	23	233	1	200	0.75	0.580673	0	0	0	
7	1	3	25	234	1	600	0.01	0.0414402	0	0	0	
7	1	3	218	235	1	500	0.1	0.139096	0	0	0	
7	1	3	59	236	1	400	0.99	0.960683	0	0	0	
7	1	3	81	237	1	200	0.05	0.11999	0	0	0	
7	1	3	148	238	1	200	0.5	0.468156	0	0	0	
7	1	3	51	239	1	500	0.4	0.453295	0	0	0	
7	1	3	214	240	1	500	0.9	0.784477	0	0	0	
7	1	3	160	241	1	300	0.4	0.702743	0	0	0	
7	1	3	93	242	1	300	0.75	0.756878	0	0	0	
7	1	3	11	243	1	200	0.5	0.57855	0	0	0	
7	1	3	237	244	1	300	0.6	0.58598	0	0	0	
7	1	3	143	245	1	200	0.9	0.865149	0	0	0	
7	1	3	310	246	1	600	0.05	0.0722232	0	0	0	
7	1	3	9	247	1	200	0.1	0.164572	0	0	0	
7	1	3	91	248	1	500	0.75	0.436311	0	0	0	
7	1	3	296	249	1	300	0.6	0.659222	0	0	0	
7	1	3	110	250	1	200	0.01	0.00534986	0	0	0	
7	1	3	295	251	1	300	0.1	0.138035	0	0	0	
7	1	3	328	252	1	600	0.75	0.900178	0	0	0	
7	1	3	320	253	1	400	0.25	0.161388	0	0	0	
7	1	3	181	254	1	500	0.05	0.552013	0	0	0	
7	1	3	208	255	1	200	0.01	0.0191491	0	0	0	
7	1	3	132	256	1	200	0.6	0.561566	0	0	0	
7	1	3	247	257	1	500	0.4	0.372622	0	0	0	
7	1	3	197	258	1	500	0.4	0.282396	0	0	0	
7	1	3	53	259	1	400	0.95	0.852412	0	0	0	
7	1	3	62	260	1	400	0.9	0.777047	0	0	0	
7	1	3	17	261	1	300	0.99	0.836489	0	0	0	
7	1	3	35	262	1	200	0.4	0.587041	0	0	0	
7	1	3	15	263	1	200	0.75	0.749448	0	0	0	
7	1	3	36	264	1	300	0.4	0.474524	0	0	0	
7	1	3	302	265	1	300	0.25	0.151834	0	0	0	
7	1	3	19	266	1	600	0.25	0.168818	0	0	0	
7	1	3	56	267	1	400	0.95	0.859842	0	0	0	
7	1	3	175	268	1	300	0.95	0.887441	0	0	0	
7	1	3	256	269	1	300	0.6	0.501061	0	0	0	
7	1	3	50	270	1	500	0.05	0.0499321	0	0	0	
7	1	3	3	271	1	200	0.01	0.0202106	0	0	0	
7	1	3	239	272	1	400	0.01	0.0170262	0	0	0	
7	1	3	71	273	1	300	0.1	0.0191491	0	0	0	
7	1	3	6	274	1	600	0.6	0.461787	0	0	0	
7	1	3	126	275	1	500	0.5	0.418266	0	0	0	
7	1	3	241	276	1	600	0.05	0.0509935	0	0	0	
7	1	3	303	277	1	500	0.01	0.567935	0	0	0	
7	1	3	326	278	1	300	0.95	0.574304	0	0	0	
7	1	3	207	279	1	400	0.1	0.0531165	0	0	0	
7	1	3	24	280	1	600	0.4	0.445864	0	0	0	
7	1	3	209	281	1	200	0.05	0.0467476	0	0	0	
7	1	3	28	282	1	200	0.95	0.883195	0	0	0	
7	1	3	229	283	1	200	0.05	0.0701002	0	0	0	
7	1	3	253	284	1	600	0.99	0.981912	0	0	0	
7	1	3	95	285	1	200	0.1	0.0371943	0	0	0	
7	1	3	292	286	1	300	0.5	0.493631	0	0	0	
7	1	3	224	287	1	300	0.5	0.466033	0	0	0	
7	1	3	130	288	1	600	0.01	0.0138417	0	0	0	
7	1	3	180	289	1	600	0.75	0.32804	0	0	0	
7	1	3	279	290	1	400	0.25	0.438434	0	0	0	
7	1	3	311	291	1	300	0.4	0.455418	0	0	0	
7	1	3	299	292	1	500	0.1	0.472401	0	0	0	
7	1	3	22	293	1	500	0.75	0.800399	0	0	0	
7	1	3	73	294	1	600	0.4	0.606148	0	0	0	
7	1	3	245	295	1	300	0.01	0.0340099	0	0	0	
7	1	3	16	296	1	200	0.01	0.0287024	0	0	0	
7	1	3	242	297	1	400	0.05	0.0467476	0	0	0	
7	1	3	211	298	1	200	0.4	0.574304	0	0	0	
7	1	3	206	299	1	500	0.25	0.764309	0	0	0	
7	1	3	291	300	1	400	0.05	0.0913298	0	0	0	
7	1	3	327	301	1	600	0.4	0.604025	0	0	0	
7	1	3	102	302	1	400	0.75	0.456479	0	0	0	
7	1	3	273	303	1	600	0.9	0.886379	0	0	0	
7	1	3	266	304	1	400	0.99	0.971298	0	0	0	
7	1	3	283	305	1	300	0.9	0.57855	0	0	0	
7	1	3	122	306	1	300	0.75	0.830121	0	0	0	
7	1	3	106	307	1	400	0.5	0.751571	0	0	0	
7	1	3	233	308	1	400	0.6	0.652853	0	0	0	
7	1	3	139	309	1	500	0.1	0.167756	0	0	0	
7	1	3	150	310	1	600	0.95	0.875764	0	0	0	
7	1	3	117	311	1	500	0.5	0.647546	0	0	0	
7	1	3	257	312	1	500	0.95	0.863026	0	0	0	
7	1	3	8	313	1	400	0.4	0.714419	0	0	0	
7	1	3	306	314	1	600	0.1	0.0998217	0	0	0	
7	1	3	124	315	1	200	0.99	0.976605	0	0	0	
7	1	3	164	316	1	600	0.75	0.819506	0	0	0	
7	1	3	289	317	1	200	0.25	0.340778	0	0	0	
7	1	3	2	318	1	300	0.05	0.0945143	0	0	0	
7	1	3	202	319	1	500	0.75	0.890625	0	0	0	
7	1	3	140	320	1	500	0.99	0.88001	0	0	0	
7	1	3	43	321	1	400	0.5	0.520168	0	0	0	
7	1	3	240	322	1	300	0.95	0.930961	0	0	0	
7	1	3	113	323	1	500	0.5	0.663468	0	0	0	
7	1	3	20	324	1	200	0.99	0.680452	0	0	0	
7	1	3	82	325	1	600	0.1	0.082838	0	0	0	
7	1	3	199	326	1	500	0.9	0.855596	0	0	0	
7	1	3	176	327	1	300	0.25	0.343962	0	0	0	
7	1	3	41	328	1	200	0.6	0.55732	0	0	0	
7	1	3	225	329	1	300	0.6	0.632685	0	0	0	
7	1	3	58	330	1	300	0.25	0.354577	0	0	0	
7	1	4	88	331	2	0	0.5	0	50	25	29.5	
7	1	4	47	332	2	0	0.95	0	200	150	167	
7	1	4	42	333	2	0	0.95	0	75	50	64.5	
7	1	4	98	334	2	0	0.4	0	200	150	165	
7	1	4	54	335	2	0	0.9	0	150	0	51	
7	1	4	22	336	2	0	0.01	0	150	100	101	
7	1	4	156	337	2	0	0.9	0	75	0	37.5	
7	1	4	37	338	2	0	0.99	0	75	50	53.5	
7	1	4	112	339	2	0	0.95	0	150	100	111	
7	1	4	36	340	2	0	0.95	0	400	0	168	
7	1	4	18	341	2	0	0.75	0	100	50	51	
7	1	4	151	342	2	0	0.05	0	50	25	25.5	
7	1	4	71	343	2	0	0.05	0	150	50	52	
7	1	4	48	344	2	0	0.99	0	400	0	88	
7	1	4	161	345	2	0	0.4	0	400	0	88	
7	1	4	110	346	2	0	0.9	0	50	25	25.5	
7	1	4	113	347	2	0	0.1	0	100	50	51	
7	1	4	127	348	2	0	0.4	0	200	0	84	
7	1	4	133	349	2	0	0.75	0	100	0	22	
7	1	4	85	350	2	0	0.05	0	200	150	151	
7	1	4	100	351	2	0	0.75	0	200	100	102	
7	1	4	76	352	2	0	0.9	0	200	100	122	
7	1	4	25	353	2	0	0.99	0	150	0	63	
7	1	4	86	354	2	0	0.6	0	25	0	9.5	
7	1	4	40	355	2	0	0.25	0	25	0	5.5	
7	1	4	72	356	2	0	0.01	0	75	0	13.5	
7	1	4	57	357	2	0	0.1	0	50	0	11	
7	1	4	17	358	2	0	0.01	0	200	150	161	
7	1	4	31	359	2	0	0.05	0	100	50	61	
7	1	4	141	360	2	0	0.5	0	800	0	208	
7	1	4	118	361	2	0	0.6	0	150	0	33	
7	1	4	5	362	2	0	0.5	0	200	0	44	
7	1	4	68	363	2	0	0.05	0	25	0	5.5	
7	1	4	77	364	2	0	0.6	0	200	100	122	
7	1	4	94	365	2	0	0.01	0	75	50	60.5	
7	1	4	74	366	2	0	0.95	0	100	0	22	
7	1	4	65	367	2	0	0.05	0	200	0	4	
7	1	4	64	368	2	0	0.95	0	150	0	33	
7	1	4	122	369	2	0	0.9	0	200	150	161	
7	1	4	162	370	2	0	0.99	0	100	0	42	
7	1	4	70	371	2	0	0.75	0	25	0	5.5	
7	1	4	102	372	2	0	0.4	0	150	100	121	
7	1	4	56	373	2	0	0.1	0	150	100	111	
7	1	4	108	374	2	0	0.5	0	200	100	122	
7	1	4	164	375	2	0	0.1	0	150	0	33	
7	1	4	143	376	2	0	0.4	0	50	0	11	
7	1	4	20	377	2	0	0.6	0	50	0	11	
7	1	4	147	378	2	0	0.01	0	50	25	30.5	
7	1	4	99	379	2	0	0.05	0	150	100	111	
7	1	4	158	380	2	0	0.4	0	50	25	30.5	
7	1	4	132	381	2	0	0.99	0	200	150	171	
7	1	4	60	382	2	0	0.5	0	150	50	72	
7	1	4	90	383	2	0	0.95	0	100	50	61	
7	1	4	44	384	2	0	0.6	0	75	0	16.5	
7	1	4	55	385	2	0	0.25	0	100	0	22	
7	1	5	114	386	2	0	0.5	0	150	100	111	
7	1	5	101	387	2	0	0.25	0	50	0	11	
7	1	5	23	388	2	0	0.1	0	150	50	72	
7	1	5	2	389	2	0	0.6	0	800	0	176	
7	1	5	61	390	2	0	0.25	0	50	25	30.5	
7	1	5	120	391	2	0	0.05	0	400	0	88	
7	1	5	80	392	2	0	0.99	0	200	0	116	
7	1	5	19	393	2	0	0.1	0	400	0	88	
7	1	5	39	394	2	0	0.75	0	400	0	168	
7	1	5	159	395	2	0	0.1	0	200	0	76	
7	1	5	38	396	2	0	0.05	0	75	0	16.5	
7	1	5	153	397	2	0	0.99	0	25	0	5.5	
7	1	5	78	398	2	0	0.4	0	100	50	61	
7	1	5	126	399	2	0	0.25	0	75	0	22.5	
7	1	5	33	400	2	0	0.99	0	100	50	71	
7	1	5	1	401	2	0	0.75	0	150	0	63	
7	1	5	58	402	2	0	0.75	0	800	0	176	
7	1	5	130	403	2	0	0.9	0	400	0	168	
7	1	5	149	404	2	0	0.9	0	150	100	111	
7	1	5	111	405	2	0	0.5	0	75	50	60.5	
7	1	5	63	406	2	0	0.6	0	75	50	60.5	
7	1	5	152	407	2	0	0.5	0	25	0	5.5	
7	1	5	144	408	2	0	0.05	0	75	50	55.5	
7	1	5	115	409	2	0	0.5	0	100	50	61	
7	1	5	137	410	2	0	0.1	0	75	50	55.5	
7	1	5	121	411	2	0	0.4	0	150	50	80	
7	1	5	11	412	2	0	0.25	0	150	50	72	
7	1	5	4	413	2	0	0.05	0	50	0	11	
7	1	5	117	414	2	0	0.1	0	25	0	5.5	
7	1	5	136	415	2	0	0.95	0	200	0	84	
7	1	5	7	416	2	0	0.75	0	150	100	111	
7	1	5	51	417	2	0	0.01	0	150	0	33	
7	1	5	8	418	2	0	0.4	0	800	0	176	
7	1	5	163	419	2	0	0.5	0	50	0	15	
7	1	5	12	420	2	0	0.6	0	100	0	22	
7	1	5	29	421	2	0	0.4	0	200	100	122	
7	1	5	124	422	2	0	0.4	0	150	0	33	
7	1	5	105	423	2	0	0.4	0	100	0	42	
7	1	5	138	424	2	0	0.9	0	50	0	21	
7	1	5	96	425	2	0	0.99	0	150	50	92	
7	1	5	103	426	2	0	0.4	0	75	50	60.5	
7	1	5	82	427	2	0	0.6	0	150	50	92	
7	1	5	128	428	2	0	0.25	0	100	50	61	
7	1	5	50	429	2	0	0.75	0	75	0	16.5	
7	1	5	45	430	2	0	0.99	0	200	100	122	
7	1	5	14	431	2	0	0.95	0	800	0	208	
7	1	5	107	432	2	0	0.05	0	150	0	33	
7	1	5	53	433	2	0	0.95	0	150	50	92	
7	1	5	79	434	2	0	0.6	0	50	25	31.5	
7	1	5	6	435	2	0	0.99	0	800	0	336	
7	1	5	34	436	2	0	0.9	0	150	50	92	
7	1	5	59	437	2	0	0.25	0	200	150	161	
7	1	5	52	438	2	0	0.5	0	200	150	171	
7	1	5	131	439	2	0	0.1	0	200	100	122	
7	1	5	97	440	2	0	0.25	0	75	50	60.5	
7	1	6	84	441	2	0	0.75	0	50	25	30.5	
7	1	6	150	442	2	0	0.6	0	100	50	71	
7	1	6	145	443	2	0	0.05	0	800	0	144	
7	1	6	75	444	2	0	0.01	0	50	0	9	
7	1	6	125	445	2	0	0.4	0	25	0	5.5	
7	1	6	13	446	2	0	0.75	0	200	150	161	
7	1	6	123	447	2	0	0.5	0	150	0	63	
7	1	6	160	448	2	0	0.05	0	100	0	22	
7	1	6	148	449	2	0	0.1	0	50	25	30.5	
7	1	6	142	450	2	0	0.99	0	50	25	35.5	
7	1	6	116	451	2	0	0.1	0	800	0	16	
7	1	6	24	452	2	0	0.99	0	75	0	31.5	
7	1	6	27	453	2	0	0.5	0	75	0	16.5	
7	1	6	157	454	2	0	0.9	0	200	0	100	
7	1	6	67	455	2	0	0.1	0	75	0	31.5	
7	1	6	129	456	2	0	0.01	0	25	0	4.5	
7	1	6	41	457	2	0	0.25	0	150	100	121	
7	1	6	66	458	2	0	0.9	0	75	50	64.5	
7	1	6	109	459	2	0	0.95	0	200	100	142	
7	1	6	30	460	2	0	0.75	0	200	0	116	
7	1	6	119	461	2	0	0.4	0	75	0	16.5	
7	1	6	134	462	2	0	0.99	0	50	0	31	
7	1	6	155	463	2	0	0.95	0	50	25	37.5	
7	1	6	91	464	2	0	0.75	0	75	50	60.5	
7	1	6	46	465	2	0	0.95	0	50	0	21	
7	1	6	3	466	2	0	0.9	0	25	0	11.5	
7	1	6	32	467	2	0	0.01	0	100	50	51	
7	1	6	15	468	2	0	0.01	0	100	0	10	
7	1	6	26	469	2	0	0.75	0	150	50	100	
7	1	6	83	470	2	0	0.95	0	25	0	12.5	
7	1	6	95	471	2	0	0.01	0	400	0	8	
7	1	6	81	472	2	0	0.25	0	200	0	4	
