Subject#	Session#	Block#	Stim#	Trial#	Task	Numerosity	P_true	P_reported	x1	x2	CE	
16	1	1	92	47	2	0	0.6	0	50	0	19	
16	1	1	67	48	2	0	0.4	0	400	0	88	
16	1	1	69	49	2	0	0.4	0	50	25	34.5	
16	1	1	40	50	2	0	0.1	0	75	50	58.5	
16	1	1	71	51	2	0	0.4	0	100	50	69	
16	1	1	93	52	2	0	0.6	0	75	0	22.5	
16	1	1	26	53	2	0	0.05	0	100	50	63	
16	1	1	60	54	2	0	0.25	0	200	150	169	
16	1	1	116	55	2	0	0.75	0	100	50	79	
16	1	2	30	56	2	0	0.6	0	150	50	92	
16	1	2	90	57	2	0	0.9	0	75	0	40.5	
16	1	2	13	58	2	0	0.05	0	400	0	40	
16	1	2	58	59	2	0	0.99	0	150	0	81	
16	1	2	111	60	2	0	0.1	0	150	0	21	
16	1	2	161	61	2	0	0.1	0	75	0	13.5	
16	1	2	106	62	2	0	0.25	0	100	50	65	
16	1	2	104	63	2	0	0.01	0	400	0	24	
16	1	2	83	64	2	0	0.05	0	150	50	60	
16	1	2	113	65	2	0	0.9	0	100	0	54	
16	1	2	77	66	2	0	0.05	0	50	0	7	
16	1	2	64	67	2	0	0.4	0	150	50	88	
16	1	2	34	68	2	0	0.4	0	200	150	169	
16	1	2	23	69	2	0	0.95	0	100	0	46	
16	1	2	165	70	2	0	0.25	0	75	50	57.5	
16	1	2	107	71	2	0	0.9	0	150	100	129	
16	1	2	103	72	2	0	0.05	0	25	0	3.5	
16	1	2	96	73	2	0	0.9	0	200	150	179	
16	1	2	110	74	2	0	0.01	0	200	150	159	
16	1	2	79	75	2	0	0.01	0	25	0	5.5	
16	1	2	158	76	2	0	0.95	0	50	25	38.5	
16	1	2	147	77	2	0	0.05	0	150	100	113	
16	1	2	5	78	2	0	0.05	0	75	50	58.5	
16	1	2	4	79	2	0	0.75	0	200	150	177	
16	1	2	81	80	2	0	0.4	0	25	0	10.5	
16	1	2	38	81	2	0	0.01	0	150	50	52	
16	1	2	149	82	2	0	0.99	0	100	0	54	
16	1	2	29	83	2	0	0.75	0	150	50	104	
16	1	2	137	84	2	0	0.1	0	200	150	161	
16	1	2	19	85	2	0	0.9	0	150	50	108	
16	1	2	105	86	2	0	0.99	0	150	50	108	
16	1	2	129	87	2	0	0.5	0	400	0	136	
16	1	2	101	88	2	0	0.9	0	200	0	108	
16	1	2	143	89	2	0	0.95	0	200	0	116	
16	1	2	20	90	2	0	0.9	0	800	0	304	
16	1	2	36	91	2	0	0.4	0	150	0	57	
16	1	2	95	92	2	0	0.75	0	200	100	162	
16	1	2	68	93	2	0	0.99	0	50	25	39.5	
16	1	2	51	94	2	0	0.9	0	50	0	27	
16	1	2	8	95	2	0	0.01	0	75	0	7.5	
16	1	2	127	96	2	0	0.25	0	150	50	80	
16	1	2	142	97	2	0	0.9	0	75	50	66.5	
16	1	2	164	98	2	0	0.1	0	400	0	56	
16	1	2	131	99	2	0	0.25	0	150	0	45	
16	1	2	121	100	2	0	0.5	0	100	50	75	
16	1	2	156	101	2	0	0.6	0	400	0	136	
16	1	2	94	102	2	0	0.05	0	50	25	27.5	
16	1	2	163	103	2	0	0.95	0	25	0	14.5	
16	1	2	84	104	2	0	0.5	0	150	0	51	
16	1	2	21	105	2	0	0.95	0	75	50	64.5	
16	1	2	10	106	2	0	0.25	0	200	100	130	
16	1	2	138	107	2	0	0.25	0	100	0	26	
16	1	2	160	108	2	0	0.5	0	150	100	125	
16	1	2	52	109	2	0	0.1	0	150	100	109	
16	1	2	74	110	2	0	0.95	0	200	150	183	
16	1	3	102	111	2	0	0.05	0	200	150	159	
16	1	3	123	112	2	0	0.5	0	200	150	175	
16	1	3	22	113	2	0	0.01	0	150	100	111	
16	1	3	155	114	2	0	0.25	0	150	100	117	
16	1	3	35	115	2	0	0.75	0	200	0	100	
16	1	3	33	116	2	0	0.99	0	100	50	87	
16	1	3	56	117	2	0	0.75	0	25	0	14.5	
16	1	3	7	118	2	0	0.6	0	200	100	154	
16	1	3	27	119	2	0	0.5	0	800	0	208	
16	1	3	124	120	2	0	0.75	0	800	0	304	
16	1	3	17	121	2	0	0.5	0	50	0	25	
16	1	3	72	122	2	0	0.4	0	100	0	34	
16	1	3	75	123	2	0	0.1	0	100	0	22	
16	1	3	139	124	2	0	0.05	0	800	0	48	
16	1	3	55	125	2	0	0.99	0	200	150	179	
16	1	3	133	126	2	0	0.75	0	50	0	29	
16	1	3	16	127	2	0	0.6	0	150	100	129	
16	1	3	135	128	2	0	0.6	0	200	0	68	
16	1	3	15	129	2	0	0.75	0	150	0	81	
16	1	3	1	130	2	0	0.5	0	100	0	42	
16	1	3	144	131	2	0	0.99	0	800	0	400	
16	1	3	28	132	2	0	0.95	0	150	50	108	
16	1	3	25	133	2	0	0.01	0	150	0	9	
16	1	3	120	134	2	0	0.01	0	100	0	14	
16	1	3	61	135	2	0	0.5	0	200	0	68	
16	1	3	12	136	2	0	0.1	0	800	0	80	
16	1	3	154	137	2	0	0.95	0	200	100	158	
16	1	3	117	138	2	0	0.05	0	200	100	122	
16	1	3	45	139	2	0	0.95	0	50	0	19	
16	1	3	132	140	2	0	0.05	0	100	0	14	
16	1	3	162	141	2	0	0.6	0	200	150	177	
16	1	3	82	142	2	0	0.9	0	50	25	38.5	
16	1	3	126	143	2	0	0.6	0	100	50	79	
16	1	3	141	144	2	0	0.95	0	800	0	304	
16	1	3	128	145	2	0	0.05	0	150	0	21	
16	1	3	65	146	2	0	0.1	0	200	0	36	
16	1	3	119	147	2	0	0.6	0	150	0	69	
16	1	3	159	148	2	0	0.4	0	800	0	272	
16	1	3	122	149	2	0	0.25	0	200	0	44	
16	1	3	3	150	2	0	0.01	0	800	0	16	
16	1	3	57	151	2	0	0.9	0	400	0	168	
16	1	3	130	152	2	0	0.95	0	400	0	184	
16	1	3	37	153	2	0	0.99	0	200	100	174	
16	1	3	50	154	2	0	0.9	0	100	50	83	
16	1	3	86	155	2	0	0.9	0	25	0	13.5	
16	1	3	97	156	2	0	0.99	0	200	0	76	
16	1	3	24	157	2	0	0.6	0	100	0	38	
16	1	3	136	158	2	0	0.99	0	150	100	137	
16	1	3	80	159	2	0	0.5	0	50	25	37.5	
16	1	3	145	160	2	0	0.05	0	200	0	20	
16	1	3	59	161	2	0	0.01	0	75	50	58.5	
16	1	3	49	162	2	0	0.95	0	75	0	43.5	
16	1	3	88	163	2	0	0.99	0	75	50	69.5	
16	1	3	43	164	2	0	0.25	0	400	0	88	
16	1	3	150	165	2	0	0.4	0	200	100	142	
16	1	4	69	166	1	500	0.1	0.0845983	0	0	0	
16	1	4	164	167	1	500	0.99	0.99208	0	0	0	
16	1	4	325	168	1	600	0.95	0.974522	0	0	0	
16	1	4	308	169	1	400	0.6	0.520889	0	0	0	
16	1	4	123	170	1	400	0.1	0.0675394	0	0	0	
16	1	4	179	171	1	500	0.1	0.0502151	0	0	0	
16	1	4	48	172	1	400	0.95	0.957543	0	0	0	
16	1	4	128	173	1	400	0.25	0.152135	0	0	0	
16	1	4	40	174	1	600	0.75	0.843309	0	0	0	
16	1	4	250	175	1	600	0.5	0.5	0	0	0	
16	1	4	318	176	1	400	0.9	0.853588	0	0	0	
16	1	4	83	177	1	400	0.5	0.501256	0	0	0	
16	1	4	100	178	1	600	0.9	0.968038	0	0	0	
16	1	4	221	179	1	200	0.01	0.00233791	0	0	0	
16	1	4	247	180	1	300	0.5	0.499801	0	0	0	
16	1	4	87	181	1	300	0.6	0.539279	0	0	0	
16	1	4	84	182	1	500	0.5	0.49954	0	0	0	
16	1	4	16	183	1	200	0.25	0.400039	0	0	0	
16	1	4	82	184	1	300	0.5	0.545971	0	0	0	
16	1	4	256	185	1	200	0.75	0.600903	0	0	0	
16	1	4	217	186	1	300	0.99	0.996778	0	0	0	
16	1	4	25	187	1	600	0.4	0.368518	0	0	0	
16	1	4	118	188	1	400	0.05	0.0747751	0	0	0	
16	1	4	322	189	1	300	0.95	0.981921	0	0	0	
16	1	4	234	190	1	500	0.1	0.0453058	0	0	0	
16	1	4	44	191	1	500	0.9	0.944761	0	0	0	
16	1	4	117	192	1	300	0.05	0.0464778	0	0	0	
16	1	4	131	193	1	200	0.4	0.206863	0	0	0	
16	1	4	17	194	1	300	0.25	0.316253	0	0	0	
16	1	4	74	195	1	500	0.25	0.235855	0	0	0	
16	1	4	329	196	1	500	0.99	0.978498	0	0	0	
16	1	4	304	197	1	500	0.5	0.399655	0	0	0	
16	1	4	165	198	1	600	0.99	0.99917	0	0	0	
16	1	4	276	199	1	200	0.01	0.00306326	0	0	0	
16	1	4	290	200	1	600	0.1	0.0564425	0	0	0	
16	1	4	56	201	1	200	0.01	0.000820879	0	0	0	
16	1	4	65	202	1	600	0.05	0.0147042	0	0	0	
16	1	4	306	203	1	200	0.6	0.59744	0	0	0	
16	1	4	255	204	1	600	0.6	0.519677	0	0	0	
16	1	4	81	205	1	200	0.5	0.529801	0	0	0	
16	1	4	270	206	1	600	0.95	0.958135	0	0	0	
16	1	4	265	207	1	600	0.9	0.896198	0	0	0	
16	1	4	102	208	1	300	0.95	0.936145	0	0	0	
16	1	4	136	209	1	200	0.5	0.49954	0	0	0	
16	1	4	300	210	1	600	0.4	0.404856	0	0	0	
16	1	4	6	211	1	200	0.05	0.0712369	0	0	0	
16	1	4	289	212	1	500	0.1	0.076845	0	0	0	
16	1	4	206	213	1	200	0.9	0.906826	0	0	0	
16	1	4	189	214	1	500	0.4	0.814795	0	0	0	
16	1	4	309	215	1	500	0.6	0.497408	0	0	0	
16	1	4	52	216	1	300	0.99	0.0037886	0	0	0	
16	1	4	32	217	1	300	0.6	0.570513	0	0	0	
16	1	4	216	218	1	200	0.99	0.996127	0	0	0	
16	1	4	248	219	1	400	0.5	0.447443	0	0	0	
16	1	4	106	220	1	200	0.99	0.996932	0	0	0	
16	1	4	246	221	1	200	0.5	0.515232	0	0	0	
16	1	4	97	222	1	300	0.9	0.861978	0	0	0	
16	1	4	305	223	1	600	0.5	0.495626	0	0	0	
16	1	4	310	224	1	600	0.6	0.5	0	0	0	
16	1	4	137	225	1	300	0.5	0.400362	0	0	0	
16	1	4	228	226	1	400	0.05	0.077305	0	0	0	
16	1	4	23	227	1	400	0.4	0.301251	0	0	0	
16	1	4	237	228	1	300	0.25	0.296788	0	0	0	
16	1	4	111	229	1	200	0.01	0.000263601	0	0	0	
16	1	4	191	230	1	200	0.5	0.502349	0	0	0	
16	1	4	64	231	1	500	0.05	0.0525858	0	0	0	
16	1	4	178	232	1	400	0.1	0.0276321	0	0	0	
16	1	4	95	233	1	600	0.75	0.901359	0	0	0	
16	1	4	210	234	1	600	0.9	0.900413	0	0	0	
16	1	4	99	235	1	500	0.9	0.899081	0	0	0	
16	1	4	224	236	1	500	0.01	0.0026077	0	0	0	
16	1	4	76	237	1	200	0.4	0.5	0	0	0	
16	1	4	54	238	1	500	0.99	0.998808	0	0	0	
16	1	4	312	239	1	300	0.75	0.636891	0	0	0	
16	1	4	231	240	1	200	0.1	0.159645	0	0	0	
16	1	4	35	241	1	600	0.6	0.5	0	0	0	
16	1	4	66	242	1	200	0.1	0.0536826	0	0	0	
16	1	4	268	243	1	400	0.95	0.983721	0	0	0	
16	1	4	275	244	1	600	0.99	0.998034	0	0	0	
16	1	4	140	245	1	600	0.5	0.398505	0	0	0	
16	1	4	229	246	1	500	0.05	0.0149518	0	0	0	
16	1	4	271	247	1	200	0.99	0.997361	0	0	0	
16	1	4	166	248	1	200	0.01	0.00519064	0	0	0	
16	1	4	213	249	1	400	0.95	0.992456	0	0	0	
16	1	4	27	250	1	300	0.5	0.497705	0	0	0	
16	1	4	232	251	1	300	0.1	0.187416	0	0	0	
16	1	4	68	252	1	400	0.1	0.0819313	0	0	0	
16	1	4	51	253	1	200	0.99	0.9968	0	0	0	
16	1	4	14	254	1	500	0.1	0.0766283	0	0	0	
16	1	4	57	255	1	300	0.01	0.00355861	0	0	0	
16	1	4	239	256	1	500	0.25	0.195616	0	0	0	
16	1	4	4	257	1	500	0.01	0.000820879	0	0	0	
16	1	4	108	258	1	400	0.99	0.993319	0	0	0	
16	1	4	22	259	1	300	0.4	0.397196	0	0	0	
16	1	4	101	260	1	200	0.95	0.922107	0	0	0	
16	1	4	185	261	1	600	0.25	0.111449	0	0	0	
16	1	4	266	262	1	200	0.95	0.947923	0	0	0	
16	1	4	77	263	1	300	0.4	0.5	0	0	0	
16	1	4	182	264	1	300	0.25	0.206545	0	0	0	
16	1	4	291	265	1	200	0.25	0.185209	0	0	0	
16	1	4	253	266	1	400	0.6	0.548908	0	0	0	
16	1	4	193	267	1	400	0.5	0.532654	0	0	0	
16	1	4	274	268	1	500	0.99	0.996437	0	0	0	
16	1	4	233	269	1	400	0.1	0.00189563	0	0	0	
16	1	4	86	270	1	200	0.6	0.527957	0	0	0	
16	1	4	19	271	1	500	0.25	0.348867	0	0	0	
16	1	4	42	272	1	300	0.9	0.897538	0	0	0	
16	1	4	58	273	1	400	0.01	0.00503584	0	0	0	
16	1	4	72	274	1	300	0.25	0.296899	0	0	0	
16	1	4	225	275	1	600	0.01	0.00285981	0	0	0	
16	1	5	79	276	1	300	0.01	0.00391244	0	0	0	
16	1	5	61	277	1	300	0.05	0.0610467	0	0	0	
16	1	5	119	278	1	400	0.75	0.794835	0	0	0	
16	1	5	302	279	1	200	0.5	0.39536	0	0	0	
16	1	5	236	280	1	300	0.75	0.694658	0	0	0	
16	1	5	170	281	1	200	0.75	0.789563	0	0	0	
16	1	5	155	282	1	200	0.6	0.594945	0	0	0	
16	1	5	168	283	1	500	0.75	0.791845	0	0	0	
16	1	5	177	284	1	300	0.95	0.93132	0	0	0	
16	1	5	133	285	1	400	0.01	0.00956041	0	0	0	
16	1	5	175	286	1	200	0.1	0.0603567	0	0	0	
16	1	5	254	287	1	400	0.6	0.70104	0	0	0	
16	1	5	241	288	1	300	0.75	0.74667	0	0	0	
16	1	5	115	289	1	500	0.75	0.750319	0	0	0	
16	1	5	282	290	1	400	0.99	0.98595	0	0	0	
16	1	5	269	291	1	500	0.9	0.941948	0	0	0	
16	1	5	201	292	1	200	0.25	0.198473	0	0	0	
16	1	5	324	293	1	300	0.01	0.0099275	0	0	0	
16	1	5	127	294	1	300	0.99	0.999529	0	0	0	
16	1	5	295	295	1	600	0.1	0.0433774	0	0	0	
16	1	5	326	296	1	600	0.95	0.967304	0	0	0	
16	1	5	1	297	1	600	0.9	0.940077	0	0	0	
16	1	5	105	298	1	400	0.9	0.933708	0	0	0	
16	1	5	284	299	1	600	0.9	0.847082	0	0	0	
16	1	5	41	300	1	600	0.25	0.198217	0	0	0	
16	1	5	203	301	1	600	0.95	0.097106	0	0	0	
16	1	5	114	302	1	500	0.95	0.0455756	0	0	0	
16	1	5	172	303	1	200	0.6	0.392264	0	0	0	
16	1	5	73	304	1	600	0.25	0.250203	0	0	0	
16	1	5	311	305	1	600	0.99	0.984398	0	0	0	
16	1	5	80	306	1	600	0.75	0.550509	0	0	0	
16	1	5	190	307	1	500	0.1	0.0989813	0	0	0	
16	1	5	134	308	1	200	0.75	0.643583	0	0	0	
16	1	5	67	309	1	300	0.6	0.642827	0	0	0	
16	1	5	47	310	1	500	0.95	0.928201	0	0	0	
16	1	5	158	311	1	400	0.99	0.997516	0	0	0	
16	1	5	187	312	1	200	0.9	0.868807	0	0	0	
16	1	5	263	313	1	600	0.6	0.697674	0	0	0	
16	1	5	34	314	1	200	0.6	0.498474	0	0	0	
16	1	5	211	315	1	400	0.75	0.642437	0	0	0	
16	1	5	199	316	1	400	0.5	0.418151	0	0	0	
16	1	5	205	317	1	600	0.5	0.5	0	0	0	
16	1	5	156	318	1	200	0.9	0.898604	0	0	0	
16	1	5	181	319	1	600	0.1	0.0725903	0	0	0	
16	1	5	43	320	1	300	0.05	0.0232093	0	0	0	
16	1	5	238	321	1	500	0.95	0.955592	0	0	0	
16	1	5	198	322	1	400	0.01	0.0344344	0	0	0	
16	1	5	315	323	1	300	0.99	0.986835	0	0	0	
16	1	5	139	324	1	300	0.99	0.979679	0	0	0	
16	1	5	294	325	1	500	0.01	0.00185582	0	0	0	
16	1	5	226	326	1	200	0.9	0.983306	0	0	0	
16	1	5	200	327	1	500	0.05	0.080317	0	0	0	
16	1	5	281	328	1	200	0.95	0.957158	0	0	0	
16	1	5	317	329	1	400	0.95	0.974588	0	0	0	
16	1	5	259	330	1	500	0.25	0.150711	0	0	0	
16	1	5	15	331	1	500	0.75	0.500358	0	0	0	
16	1	5	257	332	1	600	0.99	0.999126	0	0	0	
16	1	5	85	333	1	600	0.75	0.596997	0	0	0	
16	1	5	46	334	1	500	0.4	0.454272	0	0	0	
16	1	5	144	335	1	300	0.4	0.398748	0	0	0	
16	1	5	209	336	1	400	0.75	0.585918	0	0	0	
16	1	5	130	337	1	300	0.05	0.194355	0	0	0	
16	1	5	135	338	1	500	0.95	0.91534	0	0	0	
16	1	5	70	339	1	400	0.4	0.499275	0	0	0	
16	1	5	299	340	1	500	0.05	0.0961773	0	0	0	
16	1	5	109	341	1	200	0.1	0.0705248	0	0	0	
16	1	5	293	342	1	200	0.05	0.0276189	0	0	0	
16	1	5	160	343	1	400	0.01	0.00679171	0	0	0	
16	1	5	152	344	1	300	0.9	0.957268	0	0	0	
16	1	5	8	345	1	600	0.99	0.990338	0	0	0	
16	1	5	103	346	1	400	0.99	0.991501	0	0	0	
16	1	5	63	347	1	400	0.9	0.800673	0	0	0	
16	1	5	21	348	1	300	0.6	0.588926	0	0	0	
16	1	5	243	349	1	500	0.5	0.5	0	0	0	
16	1	5	230	350	1	400	0.1	0.194802	0	0	0	
16	1	5	157	351	1	300	0.75	0.644976	0	0	0	
16	1	5	194	352	1	200	0.9	0.75028	0	0	0	
16	1	5	112	353	1	400	0.05	0.0989504	0	0	0	
16	1	5	78	354	1	300	0.01	0.00557101	0	0	0	
16	1	5	296	355	1	200	0.5	0.509726	0	0	0	
16	1	5	188	356	1	400	0.75	0.697997	0	0	0	
16	1	5	307	357	1	600	0.05	0.105961	0	0	0	
16	1	5	287	358	1	500	0.99	0.995495	0	0	0	
16	1	5	129	359	1	200	0.1	0.0694677	0	0	0	
16	1	5	319	360	1	200	0.6	0.594224	0	0	0	
16	1	5	91	361	1	400	0.25	0.291109	0	0	0	
16	1	5	92	362	1	600	0.01	0.00716765	0	0	0	
16	1	5	161	363	1	400	0.25	0.30482	0	0	0	
16	1	5	195	364	1	400	0.5	0.500314	0	0	0	
16	1	5	283	365	1	600	0.1	0.151352	0	0	0	
16	1	5	13	366	1	400	0.75	0.795883	0	0	0	
16	1	5	292	367	1	400	0.6	0.573636	0	0	0	
16	1	5	53	368	1	500	0.4	0.5	0	0	0	
16	1	5	142	369	1	200	0.25	0.377934	0	0	0	
16	1	5	186	370	1	300	0.5	0.498912	0	0	0	
16	1	5	90	371	1	500	0.9	0.937525	0	0	0	
16	1	5	122	372	1	400	0.99	0.988379	0	0	0	
16	1	5	212	373	1	300	0.9	0.936154	0	0	0	
16	1	5	5	374	1	600	0.4	0.189455	0	0	0	
16	1	5	314	375	1	400	0.6	0.5	0	0	0	
16	1	5	249	376	1	600	0.05	0.0570926	0	0	0	
16	1	5	59	377	1	600	0.25	0.260433	0	0	0	
16	1	5	204	378	1	300	0.4	0.399106	0	0	0	
16	1	5	279	379	1	300	0.99	0.994066	0	0	0	
16	1	5	55	380	1	200	0.1	0.100308	0	0	0	
16	1	5	89	381	1	400	0.5	0.408195	0	0	0	
16	1	5	116	382	1	400	0.01	0.00523487	0	0	0	
16	1	5	12	383	1	400	0.9	0.969811	0	0	0	
16	1	5	285	384	1	300	0.01	0.00219196	0	0	0	
16	1	5	60	385	1	300	0.4	0.43203	0	0	0	
16	1	6	277	386	1	500	0.4	0.498187	0	0	0	
16	1	6	7	387	1	200	0.05	0.0412721	0	0	0	
16	1	6	93	388	1	500	0.05	0.0284857	0	0	0	
16	1	6	301	389	1	300	0.5	0.579041	0	0	0	
16	1	6	147	390	1	200	0.25	0.29907	0	0	0	
16	1	6	36	391	1	600	0.01	0.00951618	0	0	0	
16	1	6	31	392	1	600	0.9	0.937741	0	0	0	
16	1	6	94	393	1	400	0.01	0.002161	0	0	0	
16	1	6	267	394	1	300	0.1	0.067358	0	0	0	
16	1	6	223	395	1	400	0.4	0.400172	0	0	0	
16	1	6	286	396	1	600	0.05	0.109017	0	0	0	
16	1	6	88	397	1	500	0.6	0.424011	0	0	0	
16	1	6	37	398	1	200	0.4	0.336191	0	0	0	
16	1	6	149	399	1	600	0.01	0.00281116	0	0	0	
16	1	6	163	400	1	300	0.05	0.0119532	0	0	0	
16	1	6	154	401	1	500	0.95	0.991952	0	0	0	
16	1	6	126	402	1	200	0.75	0.895574	0	0	0	
16	1	6	2	403	1	500	0.95	0.920537	0	0	0	
16	1	6	327	404	1	300	0.25	0.197673	0	0	0	
16	1	6	125	405	1	600	0.25	0.296589	0	0	0	
16	1	6	50	406	1	200	0.99	0.999272	0	0	0	
16	1	6	45	407	1	200	0.01	0.000462629	0	0	0	
16	1	6	153	408	1	600	0.95	0.993947	0	0	0	
16	1	6	320	409	1	500	0.05	0.0164512	0	0	0	
16	1	6	20	410	1	200	0.9	0.972465	0	0	0	
16	1	6	215	411	1	400	0.75	0.89538	0	0	0	
16	1	6	49	412	1	500	0.01	0.0266945	0	0	0	
16	1	6	141	413	1	300	0.05	0.210105	0	0	0	
16	1	6	240	414	1	400	0.25	0.290941	0	0	0	
16	1	6	330	415	1	200	0.75	0.592849	0	0	0	
16	1	6	260	416	1	600	0.4	0.415135	0	0	0	
16	1	6	124	417	1	600	0.4	0.396616	0	0	0	
16	1	6	146	418	1	500	0.4	0.299119	0	0	0	
16	1	6	197	419	1	300	0.1	0.10259	0	0	0	
16	1	6	159	420	1	300	0.95	0.943739	0	0	0	
16	1	6	218	421	1	400	0.95	0.971169	0	0	0	
16	1	6	261	422	1	300	0.4	0.439093	0	0	0	
16	1	6	145	423	1	400	0.9	0.898484	0	0	0	
16	1	6	196	424	1	500	0.6	0.590544	0	0	0	
16	1	6	38	425	1	200	0.95	0.835707	0	0	0	
16	1	6	138	426	1	500	0.6	0.731708	0	0	0	
16	1	6	30	427	1	600	0.75	0.795574	0	0	0	
16	1	6	316	428	1	200	0.95	0.943951	0	0	0	
16	1	6	235	429	1	200	0.25	0.110242	0	0	0	
16	1	6	227	430	1	400	0.9	0.0698525	0	0	0	
16	1	6	214	431	1	400	0.25	0.19631	0	0	0	
16	1	6	278	432	1	400	0.6	0.5	0	0	0	
16	1	6	272	433	1	600	0.75	0.693994	0	0	0	
16	1	6	162	434	1	500	0.5	0.638355	0	0	0	
16	1	6	169	435	1	500	0.25	0.403091	0	0	0	
16	1	6	96	436	1	200	0.05	0.0201885	0	0	0	
16	1	6	9	437	1	600	0.6	0.694866	0	0	0	
16	1	6	321	438	1	200	0.05	0.0245406	0	0	0	
16	1	6	323	439	1	300	0.9	0.603003	0	0	0	
16	1	6	184	440	1	500	0.75	0.68104	0	0	0	
16	1	6	39	441	1	600	0.1	0.100441	0	0	0	
16	1	6	220	442	1	300	0.75	0.193533	0	0	0	
16	1	6	150	443	1	600	0.5	0.409031	0	0	0	
16	1	6	244	444	1	200	0.95	0.945291	0	0	0	
16	1	6	242	445	1	500	0.6	0.598329	0	0	0	
16	1	6	148	446	1	500	0.9	0.702862	0	0	0	
16	1	6	62	447	1	600	0.25	0.304546	0	0	0	
16	1	6	104	448	1	600	0.4	0.500358	0	0	0	
16	1	6	298	449	1	600	0.1	0.127778	0	0	0	
16	1	6	174	450	1	500	0.4	0.497815	0	0	0	
16	1	6	121	451	1	500	0.99	0.991868	0	0	0	
16	1	6	171	452	1	400	0.25	0.247942	0	0	0	
16	1	6	3	453	1	600	0.95	0.971483	0	0	0	
16	1	6	207	454	1	300	0.9	0.94392	0	0	0	
16	1	6	110	455	1	400	0.05	0.0499453	0	0	0	
16	1	6	328	456	1	400	0.95	0.959343	0	0	0	
16	1	6	98	457	1	400	0.05	0.0493571	0	0	0	
16	1	6	252	458	1	200	0.4	0.401649	0	0	0	
16	1	6	29	459	1	400	0.4	0.2716	0	0	0	
16	1	6	288	460	1	600	0.05	0.0642001	0	0	0	
16	1	6	202	461	1	300	0.95	0.915123	0	0	0	
16	1	6	151	462	1	500	0.5	0.548116	0	0	0	
16	1	6	173	463	1	300	0.01	0.00580984	0	0	0	
16	1	6	222	464	1	400	0.4	0.512901	0	0	0	
16	1	6	26	465	1	200	0.4	0.458474	0	0	0	
16	1	6	258	466	1	400	0.4	0.427187	0	0	0	
16	1	6	10	467	1	300	0.6	0.5	0	0	0	
16	1	6	219	468	1	300	0.1	0.155333	0	0	0	
16	1	6	11	469	1	500	0.25	0.209305	0	0	0	
16	1	6	251	470	1	500	0.9	0.937224	0	0	0	
16	1	6	18	471	1	200	0.75	0.602636	0	0	0	
16	1	6	280	472	1	300	0.75	0.632946	0	0	0	
16	1	6	183	473	1	200	0.99	0.988874	0	0	0	
16	1	6	303	474	1	600	0.5	0.50069	0	0	0	
